longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income
0.5770177273787177;-0.6880363366651856;-1.102508774694642;1.1023291616443551;1.8157092681034048;1.5591863492637204;1.7649414292517174;-0.507159542117966
0.58148280805204;-0.856629097256435;1.0047760152740295;-0.2939180056874854;-0.1371196239272994;0.2118483065611705;-0.11785725046768643;-0.36780162333601113
-0.08381421227358828;0.524894913144085;1.6531713352643898;-0.14333330129516617;-0.18725337298921232;-0.11738170652949241;-0.06286591211705016;-0.7209899937039607
1.3405465225175257;-0.7348676590516412;-1.102508774694642;1.9736021301772848;2.3647931864005467;1.0259768715407989;1.5030779132963066;-0.7054175010692609
-1.0125509923254745;0.7637346573150211;-1.7509040946850023;0.44519040577940255;0.507457149725867;0.28431469531210446;0.473954295591542;0.33423176911401925
0.6618542601719178;-0.7208182623357031;0.35638069528366895;-0.039259468901697826;0.0944505503110604;0.2628431727192352;0.07592175133931758;-0.5046170943408722
0.9744099073047657;-0.6693038077105994;-1.021459359695847;-1.1278901758847029;-1.1779917473079682;-0.9923462521889173;-1.1129386110982475;-0.060642151265864384
0.554692324012087;-0.8051146426313313;0.35638069528366895;-0.42055651855564374;-0.3400419415588518;-0.3115200566400192;-0.4111443883377465;0.1779771661467951
-1.133108170505285;0.81056597970148;0.2753312802848739;-0.5568656087700978;-0.8103442541872732;-0.82594195209418;-0.785609216153984;2.9059706633064377
0.6127383727653279;-0.4023652701077871;-1.021459359695847;-0.2796423915096203;-0.40211229754026784;-0.641644716505385;-0.4478052805715041;-0.8868847111593321
-1.0884573637720236;0.8011997152241903;0.19428186528607885;0.32315692974281357;0.19471804843488627;0.16353738072721455;0.18590442804059013;0.7089779779252431
0.8493876484516266;-0.7536001880062241;-1.4267064346898222;0.32960398130701074;-0.08221123209758521;0.24047700335166294;-0.049772736319279615;1.526586808908997
1.376267167904136;-0.9456086097907047;-1.6698546796862073;-0.6208756207289124;-0.6360697931625282;-0.8626224698569984;-0.7908464864730922;-0.5061531565395331
-1.2759907520517324;0.9978912692473124;1.8963195802607749;0.43505932474994985;1.173519815834139;0.7495310181576065;1.251688937979112;-0.7055234363933067
0.5412970819921074;-0.814480907108621;-0.2920146247066915;-0.4021363712293662;-0.23499980066722467;-0.04491531777855845;-0.22783992716895898;-0.41790903160956855
-1.209014541951834;1.0447225916337715;1.8963195802607749;-0.7157393794592419;-0.5572881874938079;-0.8366777133906147;-0.6127792956234129;-0.6701410381620844
-0.048093566886978;-0.5615917662217468;0.8426771852764393;-0.5412084835427619;-0.375851762317361;-0.015391974213363132;-0.3325853335511233;-0.7967337503965473
